"distinct_id","user_waynum","country_group","media_source_group","install_date","game_cnt","ad_pv","ad_revenue","usage_duration","active_days"
"635A0FD0-8AB2-4DDA-96AA-0B38A3D93B67","9807","其他","自然量","2024-08-29","389","309","0.8105525419000003","74082.31","7"
"8E176906-581D-4446-A0C2-F70A35039874","9807","美国","CTV","2024-08-28","76","28","0.4962153308","12647.707","7"
"6B1A7332-5A25-48BC-8199-C7B7E9B5B394","9807","欧洲","自然量","2024-09-02","123","16","0.2048570625","12534.548999999999","3"
"1AEAE0F8-88F8-4E85-AF6B-1ABD25FE1D1C","9806","美国","其他流量","2024-08-28","6","1","0.05511","988.653","0"
"3582537B-5610-4353-8F3A-64DA6D076776_2","9807","其他","自然量","2024-08-28","13","3","0.010701235294342042","2483.4300000000003","3"
"7708179E-EF4C-46CA-8AAC-E5A112D684BA","9807","美国","CTV","2024-08-30","1","0","0.0","344.03000000000003","1"
"CD4428BF-AEBF-42B6-A973-B0F8D116789B","9807","其他","DSP","2024-08-29","55","14","2.8245599999","9478.830999999998","5"
"07DFDEB1-E42E-455A-80B6-0A2E044F780A","9806","美国","DSP","2024-08-28","5","0","0.0","605.6279999999999","1"
"A7B2C1B4-D105-4443-B0BC-60A06ACBC5FE","9807","美国","CTV","2024-08-28","42","16","0.4870735237","7581.133000000001","6"
"349F0F36-330D-41D6-87B6-55687F658A1F","9806","其他","其他流量","2024-08-28","130","68","0.21304873450000003","24001.817000000003","7"
"8657DA3E-770A-41B7-AA60-590A7C43565D","9807","欧洲","自然量","2024-08-30","14","16","0.2590281954","4004.822","5"
"1C0948E9-1DC4-47C7-A536-7A6A1E9B9830","9807","欧洲","自然量","2024-08-29","20","13","0.19868799990000002","7558.949","4"
"E6878118-0084-4DDF-A768-54E72D84FBFD","9806","其他","自然量","2024-08-29","33","12","0.0728618999","6617.807","6"
"E1CD9B49-9EF1-4447-AA55-AE08A093434D","9806","欧洲","DSP","2024-08-28","142","102","0.21989680239999998","26324.619000000002","7"
"EAC85A9B-6D78-4930-93FB-73775E900849","9806","欧洲","DSP","2024-08-28","34","22","0.4329931103","7196.216999999999","7"
"D5550250-A4A1-436E-B736-09DDF2F8D173","9807","美国","CTV","2024-08-28","86","33","0.7865938248946756","19668.831000000002","6"
"05F1A462-D216-4375-9981-BA17D74C903A_3","9807","其他","自然量","2024-08-28","8","5","0.0471552469","2383.646","2"
"2888652B-A168-4E9C-82C2-9EC93B48C627","9806","其他","DSP","2024-08-27","30","21","0.7914210000000002","5655.8369999999995","7"
"52461554-F694-415B-B320-C31E582A2279","9806","其他","其他流量","2024-08-29","8","0","0.0","2200.569","1"
"CA13CEE2-67A1-445C-97B7-EF40B261E87B","9807","美国","DSP","2024-08-28","158","97","1.5230058152","30488.597999999998","7"
"86E9E6C4-14FD-4E4C-A946-1A09158889CD","9806","其他","自然量","2024-08-30","19","16","0.15457999990000001","4599.951999999999","4"
"03B826D1-FB46-4C8E-8E59-633C898029C1","9807","其他","其他流量","2024-08-28","55","45","0.227156698","13961.164999999999","7"
"FC189183-6B5A-4897-B4B1-7084943AE96E_5","9806","日韩台","自然量","2024-08-29","153","110","1.196285961131886","29130.66","7"
"9077BF8A-4079-4536-8191-89F99207DB08","9806","其他","自然量","2024-09-02","119","76","0.6445544559","27183.855","4"
"668AFDF6-4BE0-4CB2-BE0E-520138D778AE","9806","日韩台","其他流量","2024-08-30","43","33","0.421616417","8913.604000000001","5"
"59EAF8A9-0A64-4EDE-B326-6BFA4A25C0F5","9806","美国","DSP","2024-08-29","35","4","0.145129","6298.6449999999995","4"
"A9B16FE4-D001-4F54-B94B-2F70D114044B","9806","其他","自然量","2024-08-27","1","0","0.0","281.567","0"
"7A8701EA-E70A-42E1-9956-35532B86C6A7","9806","其他","自然量","2024-08-30","3","0","0.0","250.002","0"
"8CF14D59-D430-4B22-AA7C-2D36331F9FE8","9806","其他","自然量","2024-08-29","2","0","0.0","420.21","0"
"CB541AA2-12DD-4EE1-995A-E1189878ABC2","9807","美国","其他流量","2024-08-29","185","67","1.1195698223000001","35130.149999999994","7"
"5AFF641C-A98F-4FB5-BFCD-0409D9429890","9807","其他","DSP","2024-08-31","83","80","0.44531384809999996","22222.513000000003","6"
"B7AE22C3-CB44-4F19-9C96-444D5F96A2F1_5","9806","其他","自然量","2024-08-29","6","0","0.0","579.1540000000001","3"
"EE2A06A0-9CFE-4205-8ED5-FB03D13766AC","9807","其他","自然量","2024-08-30","74","60","0.6396988872000001","16002.389000000003","6"
"FD4920EF-8213-483B-8498-CAA0D40D5EEE","9806","日韩台","自然量","2024-09-02","1","0","0.0","311.357","1"
"D0A5BE54-67D0-408C-A8D6-4C91B7F7FDDE_3","9806","欧洲","DSP","2024-08-29","18","11","0.08928042010000001","3766.635","6"
"0F200DD4-AA42-44B8-98EB-78E379FE81BB_2","9807","日韩台","自然量","2024-08-28","65","20","0.522058066","10577.519","4"
"B0956428-F342-4D6A-A1D1-2B4613269C09","9807","其他","DSP","2024-08-27","6","2","0.058499999999999996","1660.9370000000001","1"
"49AFBA72-4C56-4B14-B476-F12F1CEF415C","9806","其他","自然量","2024-08-29","35","17","0.1024432399","6648.027","4"
"E9AFDC4F-D626-4620-950C-8A485746C11A","9806","美国","DSP","2024-08-30","79","21","0.21966872070000001","11088.543","7"
"46B7B6CE-BC96-4D4E-AD51-7917830FCC7F","9806","欧洲","DSP","2024-08-30","43","49","0.9869669175999999","11781.900000000001","6"
"C74C0604-1210-492A-BB40-7048F47320F7","9807","美国","自然量","2024-08-27","2","0","0.0","337.74","2"
"DB071258-21AD-4BD5-87FD-47DB26E378FB_3","9806","其他","其他流量","2024-08-28","1","0","0.0","367.73","0"
"54C84ED0-D3D0-4843-AEC0-B7A464FE70F9","9807","美国","其他流量","2024-08-31","34","16","0.45061080240000007","6687.1849999999995","4"
"0CF05541-C5CA-4966-97F8-6E265EA4663D","9806","美国","自然量","2024-08-27","62","30","0.4886208236","11041.163","5"
"17DABAE0-477F-4C93-81A1-A9E0182C2E2B_2","9807","美国","DSP","2024-08-29","12","4","0.2854119998","2629.383","3"
"2F3D50A0-7E26-4E4E-88D1-21A010A54D34","9807","欧洲","DSP","2024-08-27","33","18","0.1431597949","6080.469999999999","5"
"85F30E50-1005-4AE9-9D8E-5E6F3769B519","9807","美国","DSP","2024-08-28","7","2","0.18456999999999998","2364.739","1"
"D1D1E48E-956F-4142-8C14-CE44EF141D25_70","9807","美国","其他流量","2024-08-29","6","0","0.0","6081.565","1"
"E2EB65F9-4ACC-4109-BE93-DF508C882510","9807","美国","DSP","2024-08-30","424","36","4.984185306300001","71218.697","6"
"B637D406-3FDC-4688-AC00-014785B231C7","9806","欧洲","自然量","2024-08-29","11","4","0.047034585999999996","1536.1280000000002","5"
"05056335-191B-461C-9289-AF09C0062605","9806","美国","其他流量","2024-08-28","60","22","0.6999344005","8867.976999999999","6"
"1CA938D4-31B9-4CB2-B15B-DBDB24921253_2","9807","欧洲","自然量","2024-08-30","77","11","0.41929399990000005","14426.421999999999","7"
"054582C8-C120-497A-9E97-CBB0CD859747","9807","其他","其他流量","2024-08-27","11","10","0.12275099980000001","6624.941000000001","3"
"2774C5F5-4C4B-4056-906E-2AE7E9935B5B","9806","其他","自然量","2024-08-29","31","2","0.012239","5104.008","4"
"1866C987-F76C-43CB-ACD4-2B5DF253F190","9806","日韩台","其他流量","2024-08-29","30","24","0.29664416899999996","6099.481999999999","5"
"2F258104-15C1-4129-A90E-6B02E9367854","9806","其他","DSP","2024-08-28","138","64","0.5677679143000001","24149.75700000001","7"
"216A8FCB-472C-4D97-A205-1AEC0D9A4B52","9806","美国","自然量","2024-09-01","4","0","0.0","513.126","0"
"ACE581AD-1495-4F60-88D1-CA58CC1493EE_2","9806","其他","其他流量","2024-08-28","29","7","0.11064299990000001","3950.781","3"
"93B2A8E7-6C05-4104-B783-E96AC49CF36E","9807","其他","自然量","2024-08-29","15","6","0.02429301253129578","2833.3540000000003","2"
"34FAD7B2-DE7F-4BB8-8D8A-888C6CAE86D9","9806","其他","其他流量","2024-08-30","24","14","0.0580762299","5865.885","7"
"A2025492-A9B8-4425-ACEF-2CDD1D05FD04","9807","其他","自然量","2024-08-28","46","16","0.24795999980000005","9023.902","6"
"DB0A6833-F6F8-4065-8D54-B30E7C551AB0","9807","美国","自然量","2024-08-30","35","22","1.5495612677795803","7098.418000000001","5"
"1DC8B670-365A-476F-90E3-5C84D2C48938","9806","其他","DSP","2024-08-28","28","8","0.0636299998","4893.372","2"
"5EA27664-E01F-4197-A9EE-315890D8FC96","9807","其他","其他流量","2024-08-28","160","67","1.0477896867999998","18940.149999999998","4"
"9D1E2F1D-A612-46ED-9B27-51E76311C1F8","9807","其他","自然量","2024-08-28","62","25","0.054084225933016206","13284.151000000002","1"
"F3AC2CA4-CB9D-4709-AB53-2E25227686B9","9806","欧洲","自然量","2024-08-29","129","37","0.1133717459","22522.918","5"
"FFC2634F-364C-4CA6-A90B-348133DE6740","9807","欧洲","自然量","2024-08-29","8","4","0.279","1756.104","1"
"44BF160E-8545-422D-BBFE-3AB6AC9CF050","9807","其他","自然量","2024-09-03","6","1","0.011332","918.694","1"
"EA842D4A-7DBC-446F-8C69-352704FA85F3","9807","美国","DSP","2024-08-29","5","1","0.0314827096","819.053","1"
"B3910A83-5F24-40C0-8BC1-DB7DE1B4A599","9806","美国","其他流量","2024-08-27","6","1","0.07","1622.108","2"
"4E7EA020-4203-45F2-8899-27FC167C3CC8","9806","欧洲","DSP","2024-08-29","6","2","0.0334808376","1682.657","1"
"F3DEADDA-0CC8-477E-B00F-C837BEAF629B","9806","欧洲","其他流量","2024-08-27","36","17","1.0907059997","6295.698999999999","5"
"24299DC0-E597-46B9-BB64-0D2B744F975E","9806","其他","自然量","2024-08-28","6","1","0.010456288","613.635","0"
"A159D5D9-0EA9-45C5-B716-E59EB26CFA33","9807","美国","其他流量","2024-08-28","1","0","0.0","424.401","0"
"BE7F7247-97D1-457E-8E54-5888EA75ECBA","9807","美国","DSP","2024-08-29","11","6","0.6519019989999999","2293.319","3"
"CDD2F3EF-01BA-4942-AF0D-4A3924801D96","9806","美国","其他流量","2024-08-29","32","5","0.08907499299999999","4622.563","3"
"17BEAC35-7D0A-4C3E-A9E2-B1013028F310","9806","其他","其他流量","2024-08-28","11","8","0.0208628229","2599.604","2"
"D6D29BBE-1E1F-4566-B808-0BD5847D13A6_2","9806","美国","自然量","2024-08-28","60","80","5.332888103999999","20026.257999999998","3"
"FBBF8C99-9532-4E9A-B913-1908661D62CC","9806","欧洲","自然量","2024-08-27","65","47","0.8099730706","14135.488999999998","7"
"61EB66E6-010F-41B7-8C0C-4213B7B6EB3C","9807","欧洲","自然量","2024-08-27","26","30","0.4781837333","8472.253999999999","7"
"3DB2C716-5AC1-48F8-9F71-81AA8DE5F37A_2","9807","其他","DSP","2024-08-28","184","150","1.9751330951000001","44701.16100000001","3"
"EB6AA944-EB74-4334-9BBF-85830BEB1395","9806","其他","自然量","2024-09-01","1","0","0.0","204.08700000000002","0"
"5220592D-A511-4F68-A7F9-554C6E46F140_5","9806","其他","其他流量","2024-08-29","38","10","0.0441661612","5036.696","4"
"E81FE93D-E08F-462B-B57F-28063CDB042E_8","9806","美国","其他流量","2024-08-30","51","38","1.6439672797","11332.617000000002","7"
"44D09DD2-9F27-4761-BB2D-C25055A778AF","9807","日韩台","DSP","2024-08-28","31","5","0.11717685805358888","6077.8240000000005","4"
"9F58B3EA-3203-48A3-9229-FC31092D9F2C","9806","美国","自然量","2024-08-30","4","1","0.006216","717.006","2"
"9190A6AF-F01A-4A49-AA00-458AFDFAD664","9807","其他","其他流量","2024-08-28","79","40","0.4836596567","17941.743","5"
"A604D161-0C86-4ACA-AE51-C1574BBD142E","9807","其他","自然量","2024-08-29","54","3","0.013222553","5803.646000000001","3"
"63821FD9-ABC9-4C66-A587-DCB1127DD772_2","9806","欧洲","其他流量","2024-08-29","56","40","0.555480815","9829.502","4"
"63A03AF3-F7F3-419A-97DA-071AE6E8C70B","9807","美国","DSP","2024-08-27","244","30","0.8507627999999999","54784.064","7"
"97C53C1A-007A-4131-B95A-60209ADE9FD0_3","9807","美国","自然量","2024-08-29","6","0","0.0","696.062","2"
"749A0105-9C11-45C3-B0B5-5EEC1C1E5480_188","9806","美国","其他流量","2024-08-28","5","0","0.0","1052.473","0"
"53A60C30-3249-4464-974C-2C20CB98D864","9806","其他","自然量","2024-08-30","6","2","0.046490000000000004","951.142","1"
"34426993-9548-486B-B958-76096F35E061_2","9807","其他","DSP","2024-08-29","8","1","0.027875","1367.745","3"
"1F51407A-D887-48D9-B4AA-0A94999F2BB7_2","9807","日韩台","其他流量","2024-08-29","33","17","0.22673029890000002","7858.3690000000015","7"
"0E94B6B7-F551-4777-B239-F907FA72F28C_2","9807","美国","自然量","2024-08-28","63","50","0.4882108286","15056.153","4"
"C635125A-0853-4D7F-B824-756BC49B86DB","9807","美国","CTV","2024-08-29","46","23","0.3340905234","9035.327","3"
"BE0316A8-95B8-4CAD-8845-1675AB02FB1A","9807","其他","自然量","2024-08-30","4","1","0.0216","599.1030000000001","1"
"0859361B-D96D-42CD-B13E-C46B1051A88E","9807","其他","自然量","2024-08-28","7","2","0.0908541774749756","1082.114","0"
"DD7F83D2-741E-4136-AC41-CC036C2003B3","9807","欧洲","DSP","2024-08-30","13","10","0.26017603479999996","2251.582","2"
"E0D09152-D323-4F1A-853C-8F41AD45B50A","9806","欧洲","DSP","2024-08-28","2","0","0.0","905.682","0"
"E0B803D1-5FD8-4908-AF6E-E5227D03478E","9806","美国","其他流量","2024-09-02","116","49","1.3664792590000003","25163.775","7"
"8010A50D-0C95-438B-9DEF-4C657E22D14D_2","9807","美国","DSP","2024-08-29","5","1","0.02856","973.801","1"
"EC236BA1-017B-43A4-A84B-7CED89C3CA5D","9807","美国","自然量","2024-08-29","137","69","1.6363814728000003","21846.407","7"
"5268E62A-14D6-4647-BE8E-41321AF227B3","9807","欧洲","自然量","2024-08-27","33","24","0.1140514862","5532.028","1"
"B37B74FA-3369-4D27-8C12-180D051D2975","9806","其他","DSP","2024-08-27","3","0","0.0","789.53","1"
"33CD67FC-5122-4E1E-BF2E-914D9E97D41F","9807","美国","DSP","2024-08-29","1","0","0.0","390.03700000000003","0"
"D2CA2E9C-CE39-43CB-8E56-CEC67110602E","9806","其他","自然量","2024-08-29","48","23","0.024385543099999997","7730.067000000001","4"
"BC74BBB7-44CE-4A14-BAC1-2800714CB055","9806","美国","其他流量","2024-08-28","1","0","0.0","240.054","0"
"71A69693-7234-4C77-BB73-5C7E92B12376","9806","其他","其他流量","2024-08-28","1","0","0.0","237.04500000000002","1"
"EA582209-0EF2-474A-80D6-2D268DB00909","9807","欧洲","DSP","2024-08-27","323","211","0.3876180193","45734.131","7"
"D878A1A3-870F-44FE-B5D2-109B7214FBBF","9806","其他","自然量","2024-08-30","21","17","0.0778634513","5695.457","1"
"C8C85A05-C3DD-4E3B-B30F-CE8CADC9897B","9807","其他","自然量","2024-08-29","39","12","0.21183370899999998","7437.180999999999","5"
"664FBBD5-F389-4C25-B826-2100819F9B22","9806","其他","DSP","2024-08-28","6","2","0.031619999999999995","1552.139","0"
"3F5C03A9-8CA1-427C-B9A8-C7FC78207AE4","9806","其他","其他流量","2024-08-28","14","4","0.047944","1921.6730000000002","2"
"E31B50CA-B72F-4B8B-BD0D-D480FEFAAB88_2","9807","欧洲","自然量","2024-08-28","155","92","0.38243669038202516","35807.232","7"
"2C3B02B8-188E-414E-8F37-86578DA76A4A","9806","美国","DSP","2024-08-28","2","0","0.0","226.702","0"
"271E0EBB-EF21-4C2E-8815-AC0B67AC5E25","9807","其他","DSP","2024-08-31","10","2","0.03000000000000001","1395.26","0"
"CE6F541F-F038-4047-BBE4-23F9F6B346ED","9806","日韩台","其他流量","2024-08-28","5","2","0.041397743","785.34","1"
"922C9950-C3DD-4ED8-A42B-96AC78F4AF5E","9806","其他","其他流量","2024-08-30","45","3","0.0035413503","6764.805","3"
"848503C6-2FF2-4034-876B-472CA54AB4CE_4","9807","美国","自然量","2024-08-30","37","0","0.0","6947.71","2"
"9DA08498-DD52-4AC5-9788-2896AE3EF47F","9806","美国","自然量","2024-08-29","1","0","0.0","219.144","0"
"337913FB-E690-4603-82BF-7AD82C043337","9807","欧洲","DSP","2024-08-29","2","0","0.0","574.384","1"
"799B8567-4BE7-4DA5-8AF9-730618C970DE","9806","美国","CTV","2024-08-28","15","16","0.4249709439","4814.3369999999995","6"
"2CE0939D-688C-468D-BF36-DD9C95C929BC","9807","其他","自然量","2024-08-27","0","0","0.0","304.777","0"
"3DC4CF6E-E1D4-4F7F-86A1-C58724DFC86B","9806","日韩台","DSP","2024-08-30","14","10","0.37598180280000004","2124.071","2"
"9F5E555A-78AE-4539-9E49-A79D71FDED69","9806","美国","自然量","2024-09-02","0","0","0.0","102.38600000000001","0"
"91286AD0-6901-4EF0-95BA-59591A0B82C3","9807","欧洲","自然量","2024-08-30","17","12","0.0770122655","6057.148999999999","1"
"71E2656C-5DC4-4BD1-BFDD-C35E62E3A269","9806","其他","DSP","2024-08-29","5","1","0.005201","986.0640000000001","1"
"8C1C2865-F9DB-431B-BEFD-62B243ACA971","9806","其他","DSP","2024-08-29","9","0","0.0","1605.368","1"
"565C13A3-DDFA-4F8B-B408-BDFFD7810F7A_2","9807","其他","自然量","2024-08-27","19","11","0.22642348","5585.4259999999995","1"
"85A89156-FB42-4010-B762-156DB783F284_1335","9806","欧洲","自然量","2024-08-30","5","0","0.0","1337.059","0"
"DCC53976-466B-4625-80E8-E53C6F93F51B","9807","其他","DSP","2024-08-29","80","11","0.1268560999","10811.776","1"
"96F10B40-8935-4EBB-AE34-C55FC4B06391","9807","其他","自然量","2024-08-29","2","0","0.0","673.2440000000001","0"
"D8028CED-BA0F-40F2-9006-58F40635FE67","9806","美国","其他流量","2024-08-28","48","19","0.8388754606","8574.176000000001","0"
"EB48838E-4CB5-4B0B-BB33-A82B9AF676CF","9807","其他","DSP","2024-08-28","3","0","0.0","618.974","0"
"693A88B2-C452-4B3B-B3DD-D73E5C8F9DA3","9806","欧洲","其他流量","2024-08-27","22","7","0.191629","9709.046","3"
"B7DA863C-9B28-425C-BED5-45679943F7DF","9807","欧洲","DSP","2024-08-28","2","0","0.0","400.433","1"
"03615475-4BDF-4A67-99B1-A0D8433CC65D","9807","美国","其他流量","2024-08-28","1","0","0.0","357.296","0"
"A095A450-F1FC-481B-9B68-AD64066CC30B_9","9807","其他","自然量","2024-08-29","14","8","0.07831099999999999","2728.9590000000003","0"
"282050E8-0FB9-451A-A6F8-F822E46E2B2F","9806","美国","自然量","2024-08-28","2","0","0.0","344.18100000000004","1"
"61D6C213-6EDF-4CA9-837F-8454E71F26D6","9807","欧洲","DSP","2024-08-30","0","0","0.0","126.954","0"
"1EFB5ECC-4F3B-4549-A9E0-5648C1852C1F","9807","欧洲","自然量","2024-09-01","0","0","0.0","231.202","1"
"678067C0-0C8C-472F-A160-6ADF601293E1","9807","欧洲","自然量","2024-08-29","0","0","0.0","17.393","0"
"9644FC7E-D257-4FC4-A12C-D621B7124A35_7","9806","日韩台","其他流量","2024-08-30","8","6","0.092890249","1827.062","0"
"81718C9C-0929-4B4F-B2EE-A101C8627167_40","9807","日韩台","其他流量","2024-08-29","5","0","0.0","650.074","0"
"864FE824-5E50-4DA2-8751-E177E386F17F","9806","欧洲","DSP","2024-08-30","29","37","0.34130793839999995","8653.877","1"
"F61A4FDC-B2B3-452D-BA79-A300479D02BD","9806","欧洲","DSP","2024-08-28","0","0","0.0","286.326","1"
"A69D03C5-1986-45CF-95BC-A722D71A6AEC","9807","其他","自然量","2024-08-28","2","0","0.0","118.13799999999999","0"
"379B90EA-BF49-441E-ACE1-508C9E6E1B51","9807","欧洲","DSP","2024-08-29","2","0","0.0","395.614","0"
"253AD949-2A65-47D8-A0C1-2AF90B123CC8","9806","美国","自然量","2024-08-30","4","0","0.0","904.1080000000001","1"
"912AD8F5-AD01-46BD-A731-4EAD1244B7EB","9807","美国","其他流量","2024-09-03","0","0","0.0","112.952","0"
"25F2F775-6D01-4D58-98DD-E14A3760775F_3","9807","其他","自然量","2024-08-28","3","0","0.0","703.182","0"
"4FB3853B-6A43-4740-9FF3-98E3E45670D3","9806","其他","自然量","2024-09-03","0","0","0.0","132.121","0"
"58DD0951-CD82-412F-BF08-7DCCBED686A3","9806","欧洲","自然量","2024-08-30","10","0","0.0","907.573","1"
"2CA25E62-FFD6-49E6-AC4B-B60B21D8C7E6","9807","其他","自然量","2024-08-29","5","0","0.0","653.423","0"
"210CA197-071A-4DD7-8160-37DD5EDB9F2A","9807","欧洲","自然量","2024-08-28","19","4","0.08262","3627.438","2"
"C1CE54AD-C1CF-4E87-9B79-0E0B45004FE7","9806","其他","其他流量","2024-08-27","2","0","0.0","142.57","0"
"89D1FDFF-B43E-4538-BA3D-1829E8E6887D_2","9806","美国","其他流量","2024-08-29","0","0","0.0","12.474","0"
"F3033173-3394-4DFC-865A-31F923514C53_2","9807","其他","自然量","2024-09-01","1","0","0.0","456.733","0"
"1756EB98-3417-409B-BD60-4E01466E683D","9807","其他","自然量","2024-08-28","2","0","0.0","230.139","0"
"9E2C724C-7CF1-4849-8FD9-0F35C32C05E3","9807","日韩台","其他流量","2024-08-28","0","0","0.0","79.283","0"
"0F6A140A-17E0-43EB-81D5-CFC246CE2F39","9807","其他","其他流量","2024-08-31","1","0","0.0","118.357","0"
"508EA9CC-59DA-410C-A531-905F0C2E16BA","9807","美国","CTV","2024-08-30","174","111","2.021803472352144","53010.12699999999","7"
"A09F3CE7-6E39-4614-958C-D5187F59AFB8","9807","欧洲","其他流量","2024-08-29","27","18","0.24334131250000002","7362.263999999999","4"
"8B1D95FD-8582-4ADA-805D-24617AD3C3B9","9807","其他","其他流量","2024-08-29","96","97","0.6517757929","33981.054","7"
"5DFCD312-3430-438D-9947-E73DA02496DC","9807","其他","DSP","2024-08-30","143","58","0.1906582446","15981.976999999999","7"
"0BBB2B33-4A15-4B9D-9089-AB39A819179E","9806","欧洲","DSP","2024-08-28","94","97","1.4502934085217558","27454.259","7"
"FD70EF13-9150-4305-A327-146DF695DAFB","9807","美国","其他流量","2024-08-28","13","3","0.35752","2371.2230000000004","4"
"E06E6C4E-B540-4D64-8044-2EEEA9FE8551_4","9806","美国","DSP","2024-08-29","20","4","0.04714","5945.976","7"
"B378C397-8FE3-4B9A-B5D7-2E1FF54B0A80_2","9806","其他","自然量","2024-08-29","78","44","0.251687396","12891.547999999999","7"
"C2B91F07-B678-48B9-B6FE-11E639BF148F_8","9806","其他","自然量","2024-08-29","0","0","0.0","249.37","0"
"8DBEFA49-7FC7-49A6-9855-2E26DC4FA746","9806","美国","DSP","2024-08-28","13","6","1.0191159996999999","4491.969","1"
"40E981EC-8114-4230-A9E8-E410DD4C1FD8","9806","日韩台","自然量","2024-08-29","22","16","0.09728291398735038","5091.568","5"
"17D86B71-84BE-4CF5-A113-6F1992BEBD12","9807","美国","DSP","2024-08-29","72","32","1.0742476179000002","16738.012","5"
"733996A6-B2BF-4207-88AB-70E19893C94D","9806","欧洲","其他流量","2024-08-28","120","78","0.9458544434081307","19548.541","7"
"7FD3C7BB-2450-49AB-9867-992485420CF1_2","9807","其他","自然量","2024-08-27","99","55","0.21149979740000002","21271.209","7"
"26800558-F993-4B12-9CEF-AF0B27E6BB30","9807","其他","DSP","2024-08-29","151","92","0.2844728442000001","27203.45500000001","6"
"D67E798A-EC85-4ECC-9834-9D8618FCE5D1","9806","其他","DSP","2024-08-28","150","71","0.2515384165","22735.105","5"
"82C0FF7C-CCB9-4803-B8CD-97ED40AE83E4","9806","其他","DSP","2024-08-28","3","1","0.10512","1161.328","3"
"907D13F7-7F12-473E-A8F4-49C7AFC7EFC0","9807","欧洲","DSP","2024-08-28","14","11","0.09768430990000002","3446.044","1"
"25B7AE90-59ED-4F19-85A0-EE0AA770ABEF","9806","欧洲","DSP","2024-08-28","5","3","2.6","2028.6279999999997","2"
"F7359EAE-AECB-4FEE-916E-2EDADC0718E4","9806","日韩台","DSP","2024-08-30","231","160","0.8935255259999999","31465.889000000003","4"
"598EB9EF-FDC4-4547-A93B-9CEF7C38BCF3","9806","其他","DSP","2024-08-29","14","9","0.05006899990000001","4521.871000000001","4"
"AF3DC1DE-5D4E-48CA-8AF2-26929BC90C33","9806","美国","DSP","2024-08-27","106","25","0.39311480609999994","15446.109","4"
"01672487-8888-48D7-BF79-D016EBD62C99","9806","欧洲","自然量","2024-08-28","36","31","0.3846026198","7907.356999999999","4"
"47DE28B7-A21E-42F7-AC5A-5A95F43EABCA","9806","其他","自然量","2024-08-28","11","6","0.11051509100000001","2457.878","3"
"8AA50FE8-0CFB-46CA-B5A2-194B5D87A5CE","9806","欧洲","自然量","2024-08-29","38","32","0.1864891359","12709.127","6"
"A90472AE-DB21-43B8-A551-BB49F9D7D586","9807","美国","DSP","2024-08-27","15","3","0.18367","4676.51","1"
"BC7D07CF-7276-4641-A8EA-902EBB1004FC","9807","其他","DSP","2024-08-31","28","4","0.010882879900591712","4250.705","4"
